item,des,externalid,owner,hits,units,aveunitday,cases,pallets,cube,unitpcase,dayshit,physqty,contnum,familycode,ti,hi,majgroup,mingroup,catagory,loccode,aisle,bay,level,position
"      896316","Tempa Buckle Insulated Slate Grey","      896316","LAD",1,2,2.000,0.083,0.003,0.004520,24,1,284.000,"","",6,4,"TBR","108","","  R"," HH"," 42"," 5","12"
"      896316","Tempa Buckle Insulated Slate Grey","      896316","LAD",8,4,0.800,0.167,0.007,0.080200,24,5,284.000,"","",6,4,"TBR","108","","  R"," EE"," 43"," 3"," 1"
"      896317","Tempa Buckle Insulated Olive Gree","      896317","LAD",4,8,2.667,0.333,0.014,0.059350,24,3,240.000,"","",6,4,"TBR","108","","  R"," EE"," 41"," 3"," 4"
"      896317","Tempa Buckle Insulated Olive Gree","      896317","LAD",1,4,4.000,0.167,0.007,0.011870,24,1,240.000,"","",6,4,"TBR","108","","  R"," HH"," 38"," 3","18"
"      896318","Tempa Bento White Lunch box","      896318","LAD",2,4,2.000,0.250,0.010,0.010140,16,2,650.000,"","",6,4,"TBR","108","","  R"," EE"," 47"," 2"," 4"
"      896318","Tempa Bento White Lunch box","      896318","LAD",1,1,1.000,0.063,0.003,0.002080,16,1,650.000,"","",6,4,"TBR","108","","  R"," HH"," 40"," 2","12"
"      896319","Tempa Bento Black Lunch box","      896319","LAD",5,8,1.600,0.500,0.021,0.030420,16,5,379.000,"","",6,4,"TBR","108","","  R"," EE"," 47"," 2"," 5"
"      896320","Tempa Bento Grey Lunch box","      896320","LAD",1,4,4.000,0.250,0.010,0.005070,16,1,619.000,"","",6,4,"TBR","108","","  R"," EE"," 47"," 2"," 6"
"      896321","Porta-Roller Purple/Aqua Drink Bo","      896321","LAD",1,1,1.000,0.042,0.002,0.001540,24,1,185.000,"","",6,4,"TBR","108","","  R"," HH"," 48"," 2"," 5"
"      896340","Porta Palm Large Ice Block","      896340","LAD",1,12,12.000,0.500,0.021,0.015120,24,1,245.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 2"," 5"
"      896343","Porta Pineapple Large Ice Block","      896343","LAD",1,12,12.000,0.500,0.021,0.015120,24,1,64.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 1"," 1"
"      896346","Porta-Roller Pink/Aqua Drink Bott","      896346","LAD",1,1,1.000,0.042,0.002,0.001540,24,1,173.000,"","",6,4,"TBR","108","","  R"," HH"," 48"," 2"," 4"
"      896349","Aurora Matte Black 2pk Glass Tumb","      896349","LAD",8,4,0.667,0.250,0.010,0.243720,16,6,18.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 2"," 1"
"      896350","Aurora Matte Black 2pk Champagne","      896350","LAD",28,4,0.400,0.333,0.014,0.766210,12,10,74.000,"","",6,4,"TBR","108","","  R"," DD"," 33"," 2"," 1"
"      896350","Aurora Matte Black 2pk Champagne","      896350","LAD",1,2,2.000,0.167,0.007,0.007780,12,1,74.000,"","",6,4,"TBR","108","","  R"," QQ"," 29"," B"," 1"
"      896350","Aurora Matte Black 2pk Champagne","      896350","LAD",2,2,2.000,0.167,0.007,0.011670,12,1,74.000,"","",6,4,"TBR","108","","  R"," FF"," 47"," D"," 2"
"      896350","Aurora Matte Black 2pk Champagne","      896350","LAD",2,1,0.500,0.083,0.003,0.011670,12,2,74.000,"","",6,4,"TBR","108","","  R"," HH"," 42"," 4","11"
"      896351","Aurora Matte Black 2pk Wine Glass","      896351","LAD",46,4,0.222,0.333,0.014,1.363540,12,18,192.000,"","",6,4,"TBR","108","","  R"," DD"," 28"," 1"," 1"
"      896351","Aurora Matte Black 2pk Wine Glass","      896351","LAD",1,1,1.000,0.083,0.003,0.004500,12,1,192.000,"","",6,4,"TBR","108","","  R"," EE"," 31"," C"," 2"
"      896352","Aurora Matte Black 2pk Martini Gl","      896352","LAD",18,4,0.400,0.333,0.014,1.128640,12,10,24.000,"","",6,4,"TBR","108","","  R"," DD"," 31"," 1"," 1"
"      896352","Aurora Matte Black 2pk Martini Gl","      896352","LAD",3,3,1.000,0.250,0.010,0.034580,12,3,24.000,"","",6,4,"TBR","108","","  R"," HH"," 40"," 5","17"
"      896354","Aurora Gold 2pk Glass Tumbler","      896354","LAD",36,4,0.333,0.250,0.010,1.014900,16,12,482.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 2"," 4"
"      896354","Aurora Gold 2pk Glass Tumbler","      896354","LAD",1,2,2.000,0.125,0.005,0.012940,16,1,482.000,"","",6,4,"TBR","108","","  R"," EE"," 48"," C"," 1"
"      896354","Aurora Gold 2pk Glass Tumbler","      896354","LAD",3,2,2.000,0.125,0.005,0.094180,16,1,482.000,"","",6,4,"TBR","108","","  R"," FF"," 12"," D"," 1"
"      896354","Aurora Gold 2pk Glass Tumbler","      896354","LAD",1,2,2.000,0.125,0.005,0.012940,16,1,482.000,"","",6,4,"TBR","108","","  R"," HH"," 37"," 4","18"
"      896355","Aurora Gold 2pk Champagne Glass","      896355","LAD",23,4,0.364,0.333,0.014,0.478920,12,11,159.000,"","",6,4,"TBR","108","","  R"," EE"," 34"," 2"," 3"
"      896355","Aurora Gold 2pk Champagne Glass","      896355","LAD",3,2,1.000,0.167,0.007,0.027220,12,2,159.000,"","",6,4,"TBR","108","","  R"," HH"," 40"," 1","21"
"      896355","Aurora Gold 2pk Champagne Glass","      896355","LAD",1,1,1.000,0.083,0.003,0.003890,12,1,159.000,"","",6,4,"TBR","108","","  R"," EE"," 34"," B"," 1"
"      896355","Aurora Gold 2pk Champagne Glass","      896355","LAD",1,4,4.000,0.333,0.014,0.026570,12,1,159.000,"","",6,4,"TBR","108","","  R"," EE"," 33"," B"," 2"
"      896356","Aurora Gold 2pk Wine Glass","      896356","LAD",34,1,0.063,0.083,0.003,0.655080,12,16,155.000,"","",6,4,"TBR","108","","  R"," DD"," 31"," 1"," 5"
"      896356","Aurora Gold 2pk Wine Glass","      896356","LAD",6,4,1.000,0.333,0.014,0.154780,12,4,155.000,"","",6,4,"TBR","108","","  R"," HH"," 38"," 5","16"
"      896357","Aurora Gold 2pk Martini Glass","      896357","LAD",15,4,0.400,0.333,0.014,0.649480,12,10,386.000,"","",6,4,"TBR","108","","  R"," FF"," 21"," 2"," 4"
"      896359","Aurora Rose 2pk Glass Tumbler","      896359","LAD",35,4,0.364,0.250,0.010,0.947800,16,11,36.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 2"," 6"
"      896359","Aurora Rose 2pk Glass Tumbler","      896359","LAD",2,2,1.000,0.125,0.005,0.025880,16,2,36.000,"","",6,4,"TBR","108","","  R"," HH"," 44"," 3"," 7"
"      896360","Aurora Rose 2pk Champagne Glass","      896360","LAD",32,4,0.235,0.333,0.014,0.780940,12,17,455.000,"","",6,4,"TBR","108","","  R"," EE"," 21"," 2"," 4"
"      896360","Aurora Rose 2pk Champagne Glass","      896360","LAD",3,1,0.500,0.083,0.003,0.011670,12,2,455.000,"","",6,4,"TBR","108","","  R"," HH"," 47"," 3"," 8"
"      896360","Aurora Rose 2pk Champagne Glass","      896360","LAD",2,3,3.000,0.250,0.010,0.063640,12,1,455.000,"","",6,4,"TBR","108","","  R"," II"," 13"," B"," 1"
"      896361","Aurora Rose 2pk Wine Glass","      896361","LAD",58,4,0.200,0.333,0.014,1.730390,12,20,242.000,"","",6,4,"TBR","108","","  R"," CC"," 28"," 2"," 3"
"      896362","Aurora Rose 2pk Martini Glass","      896362","LAD",20,4,0.400,0.333,0.014,1.083400,12,10,0.000,"","",6,4,"TBR","108","","  R"," DD"," 32"," 1"," 6"
"      896365","Buckley White 34x18cm Serving Boa","      896365","LAD",2,3,1.500,0.500,0.021,0.010080,6,2,598.000,"","",6,4,"KD","052","","  R"," FF"," 38"," 1"," 4"
"      896365","Buckley White 34x18cm Serving Boa","      896365","LAD",1,1,1.000,0.167,0.007,0.002000,6,1,598.000,"","",6,4,"KD","052","","  R"," HH"," 45"," 3"," 9"
"      896366","Buckley White 25cm Round Serving","      896366","LAD",5,3,0.750,0.500,0.021,0.029150,6,4,360.000,"","",6,4,"KD","052","","  R"," FF"," 38"," 2"," 1"
"      896366","Buckley White 25cm Round Serving","      896366","LAD",3,2,0.667,0.333,0.014,0.008120,6,3,360.000,"","",6,4,"KD","052","","  R"," HH"," 39"," 5","21"
"      896367","Buckley Black 35x12cm Serving Boa","      896367","LAD",2,3,1.500,0.500,0.021,0.006220,6,2,631.000,"","",6,4,"KD","052","","  R"," FF"," 38"," 2"," 2"
"      896367","Buckley Black 35x12cm Serving Boa","      896367","LAD",1,1,1.000,0.167,0.007,0.000980,6,1,631.000,"","",6,4,"KD","052","","  R"," HH"," 46"," 2"," 3"
"      896368","Buckley Black 34x18cm Serving Boa","      896368","LAD",4,3,0.750,0.500,0.021,0.020160,6,4,729.000,"","",6,4,"KD","052","","  R"," FF"," 38"," 3"," 3"
"      896369","Buckley Black 25cm Round Serving","      896369","LAD",2,3,1.500,0.500,0.021,0.011660,6,2,263.000,"","",6,4,"KD","052","","  R"," FF"," 40"," 3"," 6"
"      896369","Buckley Black 25cm Round Serving","      896369","LAD",1,1,1.000,0.167,0.007,0.002030,6,1,263.000,"","",6,4,"KD","052","","  R"," HH"," 42"," 3"," 3"
"      896370","Buckley White 4pk Coaster","      896370","LAD",16,4,0.571,0.333,0.014,0.055130,12,7,301.000,"","",6,4,"KD","052","","  R"," FF"," 40"," 3"," 2"
"      896370","Buckley White 4pk Coaster","      896370","LAD",1,1,1.000,0.083,0.003,0.000500,12,1,301.000,"","",6,4,"KD","052","","  R"," QQ","  9"," A"," 2"
"      896371","Buckley Black 4pk Coaster","      896371","LAD",21,4,0.308,0.333,0.014,0.050530,12,13,429.000,"","",6,4,"KD","052","","  R"," FF"," 40"," 2"," 5"
"      896371","Buckley Black 4pk Coaster","      896371","LAD",4,1,0.250,0.083,0.003,0.002500,12,4,429.000,"","",6,4,"KD","052","","  R"," QQ"," 11"," A"," 1"
"      896373","Buckley Granite 4pk Coaster","      896373","LAD",15,4,0.500,0.333,0.014,0.046920,12,8,412.000,"","",6,4,"KD","052","","  R"," FF"," 40"," 2"," 3"
"      896373","Buckley Granite 4pk Coaster","      896373","LAD",1,1,1.000,0.083,0.003,0.000500,12,1,412.000,"","",6,4,"KD","052","","  R"," HH"," 43"," 2"," 6"
"      896375","Axel Rectangle Serving Board","      896375","LAD",5,2,0.667,0.333,0.014,0.028200,6,3,434.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 1"," 5"
"      896375","Axel Rectangle Serving Board","      896375","LAD",1,4,4.000,0.667,0.028,0.011280,6,1,434.000,"","",6,4,"KD","052","","  R"," MM","  3"," A"," 2"
"      896375","Axel Rectangle Serving Board","      896375","LAD",1,1,1.000,0.167,0.007,0.002620,6,1,434.000,"","",6,4,"KD","052","","  R"," HH"," 37"," 3","19"
"      896376","Axel Round Serving Board","      896376","LAD",5,8,2.667,0.800,0.033,0.036000,10,3,125.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 1"," 4"
"      896377","Axel Square Serving Board","      896377","LAD",2,4,2.000,0.400,0.017,0.012600,10,2,254.000,"","",6,4,"KD","052","","  R"," DD"," 43"," 3"," 4"
"      896377","Axel Square Serving Board","      896377","LAD",1,2,2.000,0.200,0.008,0.004200,10,1,254.000,"","",6,4,"KD","052","","  R"," HH"," 42"," 1","11"
"      896379","Fromagerie 3pce Cheese Knife Set","      896379","LAD",14,4,0.571,0.167,0.007,0.115690,24,7,132.000,"","",6,4,"KD","052","","  R"," DD"," 43"," 2"," 2"
"      896380","Fromagerie 3pc Cheese Set","      896380","LAD",12,4,0.400,0.333,0.014,0.174020,12,10,276.000,"","",6,4,"KD","052","","  R"," DD"," 41"," 4"," 3"
"      896381","Fromagerie Square 2pc Cheese for","      896381","LAD",2,12,6.000,0.500,0.021,0.024750,24,2,114.000,"","",6,4,"KD","052","","  R"," DD"," 41"," 1"," 3"
"      896381","Fromagerie Square 2pc Cheese for","      896381","LAD",1,1,1.000,0.042,0.002,0.000700,24,1,114.000,"","",6,4,"KD","052","","  R"," HH"," 39"," 1","21"
"      896382","Fromagerie Round 2pc Cheese for O","      896382","LAD",3,12,4.000,0.500,0.021,0.033000,24,3,257.000,"","",6,4,"KD","052","","  R"," DD"," 38"," 2"," 6"
"      896383","Fromagerie Rectangle 4pc Cheese S","      896383","LAD",3,4,2.000,0.333,0.014,0.039150,12,2,6.000,"","",6,4,"KD","052","","  R"," DD"," 41"," 1"," 4"
"      896384","Fromagerie Round 4pc Cheese Set","      896384","LAD",20,4,0.500,0.167,0.007,0.131040,24,8,227.000,"","",6,4,"KD","052","","  R"," EE"," 48"," 2"," 6"
"      896400","Pamper Koala Small Cosmetic Bag","      896400","LAD",1,6,6.000,0.250,0.010,0.017600,24,1,67.000,"","",6,4,"TBR","108","","  R"," FF"," 45"," 3"," 3"
"      896400","Pamper Koala Small Cosmetic Bag","      896400","LAD",1,1,1.000,0.042,0.002,0.003600,24,1,67.000,"","",6,4,"TBR","108","","  R"," HH"," 45"," 4","18"
"      896401","Pamper Koala Large Cosmetic Bag","      896401","LAD",1,6,6.000,0.250,0.010,0.019660,24,1,214.000,"","",6,4,"TBR","108","","  R"," FF"," 25"," 2"," 5"
"      896401","Pamper Koala Large Cosmetic Bag","      896401","LAD",1,1,1.000,0.042,0.002,0.004000,24,1,214.000,"","",6,4,"TBR","108","","  R"," HH"," 48"," 4"," 5"
"      896402","Pamper Koala Hook Cosmetic Bag","      896402","LAD",2,6,3.000,0.250,0.010,0.053360,24,2,341.000,"","",6,4,"TBR","108","","  R"," FF"," 39"," 1"," 7"
"      896403","Pamper Koala Shower Cap","      896403","LAD",1,6,6.000,0.250,0.010,0.005590,24,1,14.000,"","",6,4,"TBR","108","","  R"," FF"," 42"," 4"," 1"
"      896404","PAMPER KOALA EYE MASK","      896404","LAD",1,6,6.000,0.250,0.010,0.002640,24,1,305.000,"","",6,4,"TBR","108","","  R"," FF"," 42"," 4"," 2"
"      896404","PAMPER KOALA EYE MASK","      896404","LAD",1,1,1.000,0.042,0.002,0.000400,24,1,305.000,"","",6,4,"TBR","108","","  R"," HH"," 40"," 2","10"
"      896405","Pamper Koala Heat Bag","      896405","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,290.000,"","",6,4,"TBR","108","","  R"," DD"," 44"," 2"," 6"
"      896406","Pamper Pretty in Pink Small Cosme","      896406","LAD",1,6,6.000,0.250,0.010,0.017600,24,1,52.000,"","",6,4,"TBR","108","","  R"," FF"," 41"," 1"," 1"
"      896407","Pamper Pretty in Pink Large Cosme","      896407","LAD",1,6,6.000,0.250,0.010,0.019660,24,1,153.000,"","",6,4,"TBR","108","","  R"," FF"," 41"," 2"," 5"
"      896408","Pamper Pretty in Pink Hook Cosmet","      896408","LAD",2,6,3.000,0.250,0.010,0.053360,24,2,212.000,"","",6,4,"TBR","108","","  R"," FF"," 43"," 2"," 1"
"      896410","PAMPER PRETTY IN PINK EYE MASK","      896410","LAD",3,6,2.000,0.250,0.010,0.007920,24,3,256.000,"","",6,4,"TBR","108","","  R"," FF"," 43"," 3"," 4"
"      896411","Pamper Pretty in Pink Heat Bag","      896411","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,260.000,"","",6,4,"TBR","108","","  R"," RR","  6"," A"," 2"
"      896412","Pamper Peachy Fun Small Cosmetic","      896412","LAD",1,6,6.000,0.250,0.010,0.017600,24,1,29.000,"","",6,4,"TBR","108","","  R"," FF"," 45"," 1"," 2"
"      896413","Pamper Peachy Fun Large Cosmetic","      896413","LAD",3,6,2.000,0.250,0.010,0.058980,24,3,17.000,"","",6,4,"TBR","108","","  R"," FF"," 34"," 1"," 2"
"      896414","Pamper Peachy Fun Hook Cosmetic B","      896414","LAD",2,6,3.000,0.250,0.010,0.053360,24,2,129.000,"","",6,4,"TBR","108","","  R"," FF"," 33"," 1"," 5"
"      896416","PAMPER PEACHY FUN EYE MASK","      896416","LAD",2,6,3.000,0.250,0.010,0.005280,24,2,144.000,"","",6,4,"TBR","108","","  R"," FF"," 45"," 2"," 3"
"      896417","Pamper Peachy Fun Heat Bag","      896417","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,404.000,"","",6,4,"TBR","108","","  R"," QQ","  8"," A"," 1"
"      896418","Pamper Seaside Small Cosmetic Bag","      896418","LAD",1,1,1.000,0.042,0.002,0.003600,24,1,38.000,"","",6,4,"TBR","108","","  R"," HH"," 42"," 5"," 3"
"      896419","Pamper Seaside Large Cosmetic Bag","      896419","LAD",1,6,6.000,0.250,0.010,0.019660,24,1,64.000,"","",6,4,"TBR","108","","  R"," FF"," 45"," 2"," 6"
"      896419","Pamper Seaside Large Cosmetic Bag","      896419","LAD",1,1,1.000,0.042,0.002,0.004000,24,1,64.000,"","",6,4,"TBR","108","","  R"," HH"," 46"," 5"," 9"
"      896420","Pamper Seaside Hook Cosmetic Bag","      896420","LAD",1,1,1.000,0.042,0.002,0.009860,24,1,129.000,"","",6,4,"TBR","108","","  R"," HH"," 42"," 5"," 2"
"      896423","Pamper Seaside Heat Bag","      896423","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,356.000,"","",6,4,"TBR","108","","  R"," QQ","  8"," A"," 1"
"      896424","Pamper Llama Small Cosmetic Bag","      896424","LAD",1,6,6.000,0.250,0.010,0.017600,24,1,50.000,"","",6,4,"TBR","108","","  R"," FF"," 47"," 1"," 1"
"      896425","Pamper Llama Large Cosmetic Bag","      896425","LAD",1,6,6.000,0.250,0.010,0.019660,24,1,195.000,"","",6,4,"TBR","108","","  R"," FF"," 26"," 2"," 1"
"      896426","Pamper Llama Hook Cosmetic Bag","      896426","LAD",1,6,6.000,0.250,0.010,0.026680,24,1,318.000,"","",6,4,"TBR","108","","  R"," FF"," 47"," 1"," 6"
"      896428","PAMPER LLAMA EYE MASK","      896428","LAD",1,1,1.000,0.042,0.002,0.000400,24,1,329.000,"","",6,4,"TBR","108","","  R"," HH"," 43"," 2"," 4"
"      896429","Pamper Llama Heat Bag","      896429","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,317.000,"","",6,4,"TBR","108","","  R"," QQ","  8"," A"," 2"
"      896430","Pamper Vintage Blooms Small Cosme","      896430","LAD",2,6,3.000,0.250,0.010,0.035200,24,2,126.000,"","",6,4,"TBR","108","","  R"," FF"," 46"," 2"," 2"
"      896430","Pamper Vintage Blooms Small Cosme","      896430","LAD",1,1,1.000,0.042,0.002,0.003600,24,1,126.000,"","",6,4,"TBR","108","","  R"," HH"," 44"," 5"," 3"
"      896431","Pamper Vintage Blooms Large Cosme","      896431","LAD",1,6,6.000,0.250,0.010,0.019660,24,1,156.000,"","",6,4,"TBR","108","","  R"," FF"," 46"," 1"," 5"
"      896431","Pamper Vintage Blooms Large Cosme","      896431","LAD",1,1,1.000,0.042,0.002,0.004000,24,1,156.000,"","",6,4,"TBR","108","","  R"," HH"," 44"," 5"," 4"
"      896432","Pamper Vintage Blooms Hook Cosmet","      896432","LAD",3,6,2.000,0.250,0.010,0.080040,24,3,137.000,"","",6,4,"TBR","108","","  R"," FF"," 33"," 1"," 6"
"      896434","PAMPER VINTAGE BLOOMS EYE MASK","      896434","LAD",3,6,2.000,0.250,0.010,0.007920,24,3,266.000,"","",6,4,"TBR","108","","  R"," FF"," 42"," 4"," 5"
"      896435","PAMPER VINTAGE BLOOMS HEAT BAG","      896435","LAD",1,1,1.000,0.083,0.003,0.001510,12,1,227.000,"","",6,4,"TBR","108","","  R"," QQ","  8"," A"," 2"
"      896467","Fromagerie Parmesan Cheese Knife","      896467","LAD",2,6,3.000,0.250,0.010,0.010200,24,2,371.000,"","",6,4,"KD","052","","  R"," EE"," 39"," 2"," 1"
"      896468","Fromagerie Slicer Cheese Knife","      896468","LAD",1,5,5.000,0.208,0.009,0.000150,24,1,19.000,"","",6,4,"KD","052","","  R"," HH"," 45"," 5","17"
"      896468","Fromagerie Slicer Cheese Knife","      896468","LAD",3,6,2.000,0.250,0.010,0.020410,24,3,19.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 4"," 2"
"      896469","Fromagerie Soft Cheese Cheese Kni","      896469","LAD",4,6,1.500,0.250,0.010,0.003600,24,4,-24.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 4"," 1"
"      896470","Fromagerie Spreader Cheese Knife","      896470","LAD",2,6,6.000,0.250,0.010,0.010200,24,1,518.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 3"," 6"
"      896471","Fromagerie Brie Cheese Knife","      896471","LAD",1,6,6.000,0.250,0.010,0.005100,24,1,278.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 3"," 5"
"      896472","Fromagerie Hatchet Cheese Knife","      896472","LAD",2,6,6.000,0.250,0.010,0.015310,24,1,12.000,"","",6,4,"KD","052","","  R"," DD"," 44"," 3"," 4"
"      896482","Summer Fun Dotty Cooler Bag and I","      896482","LAD",1,6,6.000,0.250,0.010,0.019580,24,1,331.000,"","",6,4,"TBR","108","","  R"," FF"," 26"," 2"," 5"
"      896488","Summer Fun Dotty 4pc Lunch Set","      896488","LAD",1,6,6.000,0.250,0.010,0.031650,24,1,296.000,"","",6,4,"TBR","108","","  R"," FF"," 26"," 1"," 5"
"      896489","Summer Fun Tropic 4pc Lunch Set","      896489","LAD",1,6,6.000,0.250,0.010,0.031650,24,1,259.000,"","",6,4,"TBR","108","","  R"," FF"," 25"," 1"," 2"
"      896499","Summer Fun Peachy Fun 3pc Contain","      896499","LAD",2,1,0.500,0.042,0.002,0.001520,24,2,480.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 4"," 1"
"      896511","Summer Fun Peachy Fun 700ml Drink","      896511","LAD",2,6,3.000,0.250,0.010,0.015960,24,2,291.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 3"," 1"
"      896512","Summer Fun Rainbow 700ml Drink Bo","      896512","LAD",1,6,6.000,0.250,0.010,0.007980,24,1,173.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 3"," 2"
"      896515","Summer Fun Lucy Llama 700ml Drink","      896515","LAD",1,6,6.000,0.250,0.010,0.007980,24,1,228.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 2"," 3"
"      896516","Summer Fun Jawsome 700ml Drink Bo","      896516","LAD",1,6,6.000,0.250,0.010,0.007980,24,1,326.000,"","",6,4,"TBR","108","","  R"," FF"," 38"," 3"," 7"
"      896555","Summer Fun Aqua/Orange Travel Mug","      896555","LAD",1,4,4.000,0.167,0.007,0.013850,24,1,419.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 6"
"      896556","Summer Fun Pink/Red Travel Mug","      896556","LAD",1,4,4.000,0.167,0.007,0.013310,24,1,374.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 5"
"      896557","Summer Fun Yellow/Navy Travel Mug","      896557","LAD",1,4,4.000,0.167,0.007,0.013850,24,1,427.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 2"," 2"
"      896558","Summer Fun Blue/Green Travel Mug","      896558","LAD",1,4,4.000,0.167,0.007,0.013850,24,1,419.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 2"," 5"
"      896559","Summer Fun Red Smoothie Cup","      896559","LAD",1,4,4.000,0.167,0.007,0.017630,24,1,379.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 2"
"      896560","Summer Fun Green Smoothie Cup","      896560","LAD",1,4,4.000,0.167,0.007,0.017630,24,1,385.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 1"
"      896561","Summer Fun Yellow Smoothie Cup","      896561","LAD",1,4,4.000,0.167,0.007,0.016990,24,1,390.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 3"
"      896562","Summer Fun Blue Smoothie Cup","      896562","LAD",1,4,4.000,0.167,0.007,0.017630,24,1,403.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 1"," 4"
"      896565","Porta-Travel Glitter 2pk Wine Gla","      896565","LAD",1,1,1.000,0.083,0.003,0.001530,12,1,462.000,"","",6,4,"TBR","108","","  R"," FF"," 15"," B"," 2"
"      896587","Tempa Matte Olive Drink Bottle","      896587","LAD",2,6,3.000,0.250,0.010,0.028330,24,2,553.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 3"," 2"
"      896588","Tempa Metallic Crimson Drink Bott","      896588","LAD",3,6,3.000,0.250,0.010,0.095040,24,2,731.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 3"," 4"
"      896589","Tempa Matte Alabaster Drink Bottl","      896589","LAD",1,18,18.000,0.750,0.031,0.057020,24,1,797.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 3"," 5"
"      896589","Tempa Matte Alabaster Drink Bottl","      896589","LAD",1,1,1.000,0.042,0.002,0.001790,24,1,797.000,"","",6,4,"TBR","108","","  R"," HH"," 48"," 3"," 5"
"      896590","Tempa Metallic Chrome Drink Bottl","      896590","LAD",2,6,3.000,0.250,0.010,0.076030,24,2,638.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 3"," 6"
"      896590","Tempa Metallic Chrome Drink Bottl","      896590","LAD",1,1,1.000,0.042,0.002,0.001790,24,1,638.000,"","",6,4,"TBR","108","","  R"," HH"," 48"," 3"," 6"
"      896591","Tempa Matte Black Large Drink Bot","      896591","LAD",3,12,4.000,0.500,0.021,0.058820,24,3,489.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 1"," 3"
"      896592","Tempa Brushed Gold Large Drink Bo","      896592","LAD",1,12,12.000,0.500,0.021,0.038020,24,1,575.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 1"," 4"
"      896593","Tempa Metallic Rose Large Drink B","      896593","LAD",2,12,6.000,0.500,0.021,0.072470,24,2,494.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 1"," 5"
"      896594","Tempa Metallic Blue Large Drink B","      896594","LAD",3,12,4.000,0.500,0.021,0.058820,24,3,496.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 1"," 6"
"      896595","Avery Matte Black Small Food Cont","      896595","LAD",3,4,1.333,0.167,0.007,0.023940,24,3,405.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 2"," 1"
"      896596","Avery Brushed Gold Small Food Con","      896596","LAD",2,1,0.500,0.042,0.002,0.004370,24,2,411.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 2"," 4"
"      896599","Avery Matte Black Large Food Cont","      896599","LAD",4,1,0.250,0.042,0.002,0.029820,24,4,434.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 2"," 5"
"      896599","Avery Matte Black Large Food Cont","      896599","LAD",1,20,20.000,0.833,0.035,0.047380,24,1,434.000,"","",6,4,"TBR","108","","  R"," QQ"," 25"," C"," 1"
"      896600","Avery Brushed Gold Large Food Con","      896600","LAD",2,4,2.000,0.167,0.007,0.014510,24,2,427.000,"","",6,4,"TBR","108","","  R"," EE"," 25"," 2"," 6"
"      896603","Avery Matte Black Travel Mug","      896603","LAD",3,6,2.000,0.250,0.010,0.026640,24,3,656.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 3"," 1"
"      896604","Avery Brushed Gold Travel Mug","      896604","LAD",2,6,3.000,0.250,0.010,0.013320,24,2,640.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 3"," 2"
"      896605","Avery Metallic Rose Travel Mug","      896605","LAD",4,6,1.500,0.250,0.010,0.026640,24,4,703.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 3"," 3"
"      896606","Avery Metallic Blue Travel Mug","      896606","LAD",3,6,2.000,0.250,0.010,0.019980,24,3,693.000,"","",6,4,"TBR","108","","  R"," DD"," 34"," 3"," 4"
